app_slug,tier,scope,module_key,n,r0,r1,r2,r3,top_share,read_nothing,best_rank,ties,pass,fails
refinery,advanced,module,m02-volume-and-price-variance,15,2,4,5,4,0.3333,0.3389,2,7,True,
refinery,advanced,module,m03-variance-on-margin,15,2,6,4,3,0.4,0.3389,1,7,True,
refinery,advanced,module,m04-the-investment-case,15,4,4,3,4,0.2667,0.3,3,5,True,
refinery,advanced,module,m05-tax-losses-carried-forward,15,4,5,4,2,0.3333,0.3778,0,9,True,
refinery,advanced,module,m06-the-expert-reading,15,4,3,4,4,0.2667,0.3222,3,3,True,
refinery,beginner,final,,42,9,10,15,8,0.3571,0.3036,1,25,True,
refinery,beginner,module,m01-what-a-feasibility-screen-computes,15,3,3,5,4,0.3333,0.3333,2,4,True,
refinery,beginner,module,m02-capital-and-the-scaling-law,15,3,5,5,2,0.3333,0.3778,2,6,True,
refinery,beginner,module,m03-the-product-slate,15,2,4,6,3,0.4,0.3222,2,6,True,
refinery,beginner,module,m04-throughput-and-the-gross-margin,15,3,5,4,3,0.3333,0.3222,1,8,True,
refinery,beginner,module,m05-crude-supply-and-licensing,15,3,4,5,3,0.3333,0.3778,2,8,True,
refinery,beginner,module,m06-the-associate-reading,15,4,4,5,2,0.3333,0.3444,2,5,True,
refinery,intermediate,final,,42,10,7,15,10,0.3571,0.2837,2,30,True,
refinery,intermediate,module,m01-the-configuration,15,3,3,5,4,0.3333,0.3222,2,4,True,
refinery,intermediate,module,m02-the-crude-unit-carries-every-barrel,15,3,4,4,4,0.2667,0.3222,2,7,True,
refinery,intermediate,module,m03-reading-the-plan,15,4,4,5,2,0.3333,0.3333,2,0,True,
refinery,intermediate,module,m04-what-another-barrel-is-worth,15,4,3,5,3,0.3333,0.3333,2,7,True,
refinery,intermediate,module,m05-the-schedule,15,4,4,4,3,0.2667,0.3,0,4,True,
refinery,intermediate,module,m06-the-professional-reading,15,4,3,5,3,0.3333,0.3333,2,8,True,
relief,advanced,final,,42,9,10,13,10,0.3095,0.3016,2,9,True,
relief,advanced,module,m01-a-vessel-emptying-itself,15,4,4,4,3,0.2667,0.3,0,2,True,
relief,advanced,module,m02-the-customary-depressuring-time,15,4,4,4,3,0.2667,0.2667,0,3,True,
relief,advanced,module,m03-a-step-size-is-an-answer,15,4,3,4,4,0.2667,0.3,0,2,True,
relief,advanced,module,m04-the-point-source-twice,15,4,4,4,3,0.2667,0.2667,0,2,True,
relief,advanced,module,m05-what-the-method-does-not-know,15,4,4,4,3,0.2667,0.3,0,4,True,
relief,advanced,module,m06-what-was-repaired-and-what-was-not,15,4,4,3,4,0.2667,0.2667,0,2,True,
relief,beginner,final,,42,12,11,12,7,0.2857,0.2857,2,12,True,
relief,beginner,module,m01-what-a-relief-valve-is-sized-for,15,4,4,4,3,0.2667,0.3,0,7,True,
relief,beginner,module,m02-gas-and-vapour,15,3,4,5,3,0.3333,0.3333,2,1,True,
relief,beginner,module,m03-liquid,15,4,4,4,3,0.2667,0.3,1,4,True,
relief,beginner,module,m04-steam,15,4,3,5,3,0.3333,0.2889,2,5,True,
relief,beginner,module,m05-from-an-area-to-a-letter,15,4,3,5,3,0.3333,0.3,0,5,True,
relief,beginner,module,m06-the-associate-reading,15,4,5,3,3,0.3333,0.3111,1,5,True,
relief,intermediate,final,,42,12,12,9,9,0.2857,0.2976,1,8,True,
relief,intermediate,module,m01-where-the-relief-load-comes-from,15,4,5,3,3,0.3333,0.3,1,1,True,
relief,intermediate,module,m02-the-wetted-area,15,3,3,5,4,0.3333,0.3556,3,4,True,
relief,intermediate,module,m03-the-pool-fire-duty,15,4,3,4,4,0.2667,0.3,3,3,True,
relief,intermediate,module,m04-the-fire-case-end-to-end,15,3,6,2,4,0.4,0.3389,3,9,True,
relief,intermediate,module,m05-the-knockout-drum,15,4,5,3,3,0.3333,0.3667,1,2,True,
relief,intermediate,module,m06-the-professional-reading,15,4,4,3,4,0.2667,0.2667,0,3,True,
reservoircalc,advanced,final,,42,13,8,9,12,0.3095,0.2897,0,17,True,
reservoircalc,advanced,module,m01-from-a-constant-to-a-grid,15,4,2,5,4,0.3333,0.3333,2,3,True,
reservoircalc,advanced,module,m02-the-trend-plane,15,2,3,6,4,0.4,0.35,2,4,True,
reservoircalc,advanced,module,m03-three-means,15,4,3,4,4,0.2667,0.3,2,4,True,
reservoircalc,advanced,module,m04-what-the-model-buys,15,4,4,4,3,0.2667,0.2833,0,4,True,
reservoircalc,advanced,module,m05-the-limits-of-a-property-model,15,2,5,6,2,0.4,0.4,2,3,True,
reservoircalc,advanced,module,m06-the-property-workflow,15,3,5,4,3,0.3333,0.4,1,5,True,
reservoircalc,beginner,final,,42,9,12,9,12,0.2857,0.2817,1,8,True,
reservoircalc,beginner,module,m01-from-map-to-volume,15,2,5,5,3,0.3333,0.3167,2,5,True,
reservoircalc,beginner,module,m02-the-oil-column,15,3,3,4,5,0.3333,0.3333,3,4,True,
reservoircalc,beginner,module,m03-the-volumetric-chain,15,2,5,3,5,0.3333,0.3556,1,8,True,
reservoircalc,beginner,module,m04-the-properties,15,2,5,4,4,0.3333,0.3,1,2,True,
reservoircalc,beginner,module,m05-the-contact,15,3,4,3,5,0.3333,0.3,3,3,True,
reservoircalc,beginner,module,m06-the-volumetrics-workflow,15,4,4,4,3,0.2667,0.2833,1,1,True,
reservoircalc,intermediate,final,,42,10,13,9,10,0.3095,0.3234,1,15,True,
reservoircalc,intermediate,module,m01-the-accumulation-is-not-one-tank,15,4,4,4,3,0.2667,0.3,1,2,True,
reservoircalc,intermediate,module,m02-labelling-the-grid,15,3,6,2,4,0.4,0.3556,1,4,True,
reservoircalc,intermediate,module,m03-the-block-volumes,15,5,4,2,4,0.3333,0.3333,0,2,True,
reservoircalc,intermediate,module,m04-the-fault-the-map-does-not-know,15,3,6,3,3,0.4,0.3556,1,1,True,
reservoircalc,intermediate,module,m05-two-blocks-two-contacts,15,3,4,4,4,0.2667,0.3,1,4,True,
reservoircalc,intermediate,module,m06-the-compartment-workflow,15,3,5,3,4,0.3333,0.3556,1,5,True,
riskchange,advanced,final,,42,10,11,11,10,0.2619,0.2798,2,6,True,
riskchange,advanced,module,m01-the-comment-loop,15,3,4,5,3,0.3333,0.3,2,3,True,
riskchange,advanced,module,m02-closing-a-review,15,4,4,4,3,0.2667,0.2833,0,4,True,
riskchange,advanced,module,m03-a-lesson-and-its-validation,15,4,4,3,4,0.2667,0.3,0,2,True,
riskchange,advanced,module,m04-proof-of-use,15,4,4,4,3,0.2667,0.2667,0,1,True,
riskchange,advanced,module,m05-what-the-engines-do-not-know,15,4,3,5,3,0.3333,0.3167,0,5,True,
riskchange,advanced,module,m06-the-expert-reading,15,4,4,4,3,0.2667,0.2667,0,0,True,
riskchange,beginner,final,,42,6,12,12,12,0.2857,0.3056,3,13,True,
riskchange,beginner,module,m01-what-these-engines-decide,15,3,3,5,4,0.3333,0.3667,2,5,True,
riskchange,beginner,module,m02-the-matrix-and-its-bands,15,4,4,5,2,0.3333,0.3833,2,4,True,
riskchange,beginner,module,m03-residual-and-appetite,15,3,4,5,3,0.3333,0.3667,2,1,True,
riskchange,beginner,module,m04-the-calendar-date,15,4,3,5,3,0.3333,0.2889,2,1,True,
riskchange,beginner,module,m05-the-register-as-a-whole,15,4,3,5,3,0.3333,0.35,2,2,True,
riskchange,beginner,module,m06-the-associate-reading,15,4,4,4,3,0.2667,0.3,2,5,True,
riskchange,intermediate,final,,42,10,12,10,10,0.2857,0.2619,1,7,True,
riskchange,intermediate,module,m01-a-change-and-its-stages,15,4,3,5,3,0.3333,0.3333,2,2,True,
riskchange,intermediate,module,m02-approval-levels,15,4,4,4,3,0.2667,0.2667,0,0,True,
riskchange,intermediate,module,m03-segregation-of-duties,15,3,4,4,4,0.2667,0.2667,1,1,True,
riskchange,intermediate,module,m04-actions-and-the-two-gates,15,4,4,4,3,0.2667,0.3222,2,3,True,
riskchange,intermediate,module,m05-temporary-and-emergency-change,15,4,4,3,4,0.2667,0.2667,0,2,True,
riskchange,intermediate,module,m06-the-professional-reading,15,4,3,4,4,0.2667,0.2667,0,4,True,
rockphysics,advanced,final,,42,7,16,9,10,0.381,0.3651,1,19,True,
rockphysics,advanced,module,m01-from-a-rock-to-an-interface,15,4,2,5,4,0.3333,0.3056,3,6,True,
rockphysics,advanced,module,m02-intercept-and-gradient,15,2,6,5,2,0.4,0.4167,1,6,True,
rockphysics,advanced,module,m03-the-class-flip,15,4,2,5,4,0.3333,0.4,3,7,True,
rockphysics,advanced,module,m04-approximation-and-exact,15,4,2,5,4,0.3333,0.3,3,3,True,
rockphysics,advanced,module,m05-resolution,15,3,5,3,4,0.3333,0.3111,1,5,True,
rockphysics,advanced,module,m06-the-avo-workflow,15,4,4,3,4,0.2667,0.3,1,2,True,
rockphysics,beginner,final,,42,11,12,10,9,0.2857,0.2917,1,6,True,
rockphysics,beginner,module,m01-rock-physics-and-the-seismic-bridge,15,3,3,5,4,0.3333,0.3056,2,3,True,
rockphysics,beginner,module,m02-reservoir-fluids,15,4,4,4,3,0.2667,0.2667,0,3,True,
rockphysics,beginner,module,m03-the-mineral-frame,15,3,4,5,3,0.3333,0.3056,2,6,True,
rockphysics,beginner,module,m04-mixing-the-pore-fluid,15,4,4,4,3,0.2667,0.3222,1,2,True,
rockphysics,beginner,module,m05-how-conditions-change-the-answer,15,2,5,5,3,0.3333,0.3111,1,5,True,
rockphysics,beginner,module,m06-the-rock-physics-workflow,15,2,6,4,3,0.4,0.3333,1,4,True,
rockphysics,intermediate,final,,42,10,16,7,9,0.381,0.3393,1,15,True,
rockphysics,intermediate,module,m01-putting-the-fluid-in-the-rock,15,2,5,4,4,0.3333,0.2889,3,5,True,
rockphysics,intermediate,module,m02-the-dry-frame,15,4,4,3,4,0.2667,0.2667,0,4,True,
rockphysics,intermediate,module,m03-substituting-the-fluid,15,4,5,3,3,0.3333,0.3222,1,5,True,
rockphysics,intermediate,module,m04-the-gas-effect,15,2,5,4,4,0.3333,0.3,1,3,True,
rockphysics,intermediate,module,m05-when-there-is-no-shear-log,15,4,4,4,3,0.2667,0.2667,0,2,True,
rockphysics,intermediate,module,m06-the-substitution-workflow,15,3,3,6,3,0.4,0.35,2,4,True,
rodpump,advanced,final,,42,12,9,9,12,0.2857,0.3095,3,4,True,
rodpump,advanced,module,m01-the-envelope-and-the-subsample,15,4,3,4,4,0.2667,0.2667,0,1,True,
rodpump,advanced,module,m02-convergence,15,4,4,3,4,0.2667,0.2667,0,0,True,
rodpump,advanced,module,m03-the-counterbalance,15,4,3,4,4,0.2667,0.2667,0,2,True,
rodpump,advanced,module,m04-inputs-that-do-nothing,15,3,3,5,4,0.3333,0.4,2,3,True,
rodpump,advanced,module,m05-stress-and-diagnosis,15,4,4,4,3,0.2667,0.2667,0,1,True,
rodpump,advanced,module,m06-the-expert-reading,15,4,4,4,3,0.2667,0.2667,0,1,True,
rodpump,beginner,final,,42,12,15,7,8,0.3571,0.3571,1,7,True,
rodpump,beginner,module,m01-a-well-on-a-beam,15,4,4,3,4,0.2667,0.2667,0,1,True,
rodpump,beginner,module,m02-the-rod-string,15,3,4,4,4,0.2667,0.2667,1,0,True,
rodpump,beginner,module,m03-the-string-has-a-note,15,4,4,4,3,0.2667,0.3,1,2,True,
rodpump,beginner,module,m04-the-linkage,15,4,3,5,3,0.3333,0.3333,2,1,True,
rodpump,beginner,module,m05-the-pump-itself,15,3,3,5,4,0.3333,0.3667,2,3,True,
rodpump,beginner,module,m06-the-associate-reading,15,4,3,4,4,0.2667,0.2667,0,1,True,
rodpump,intermediate,final,,42,11,9,10,12,0.2857,0.2976,3,5,True,
rodpump,intermediate,module,m01-the-card-is-the-design,15,4,3,4,4,0.2667,0.2667,0,1,True,
rodpump,intermediate,module,m02-stretch,15,4,3,4,4,0.2667,0.2667,0,0,True,
rodpump,intermediate,module,m03-the-loads,15,4,2,5,4,0.3333,0.3,2,2,True,
rodpump,intermediate,module,m04-power,15,4,4,3,4,0.2667,0.2667,0,0,True,
rodpump,intermediate,module,m05-what-the-well-makes,15,4,2,5,4,0.3333,0.3333,2,1,True,
rodpump,intermediate,module,m06-the-professional-reading,15,4,3,4,4,0.2667,0.2667,0,2,True,
rotating,advanced,final,,42,11,10,10,11,0.2619,0.3016,3,14,True,
rotating,advanced,module,m01-a-stage-is-not-a-pump,15,2,5,4,4,0.3333,0.3333,1,1,True,
rotating,advanced,module,m02-the-stage-count-and-the-limit-that-governs,15,4,3,4,4,0.2667,0.2667,0,1,True,
rotating,advanced,module,m03-the-train-and-what-buys-the-stages,15,4,4,4,3,0.2667,0.2667,0,0,True,
rotating,advanced,module,m04-the-machine-the-driver-and-the-fuel,15,4,3,4,4,0.2667,0.2667,0,0,True,
rotating,advanced,module,m05-what-a-refusal-is,15,4,3,5,3,0.3333,0.3333,2,1,True,
rotating,advanced,module,m06-the-expert-reading,15,4,3,4,4,0.2667,0.3111,2,3,True,
rotating,beginner,final,,42,11,11,11,9,0.2619,0.2619,0,4,True,
rotating,beginner,module,m01-what-these-engines-size,15,4,4,3,4,0.2667,0.3,3,1,True,
rotating,beginner,module,m02-two-curves-and-no-operating-point,15,4,4,5,2,0.3333,0.3333,2,1,True,
rotating,beginner,module,m03-the-duty-point-solved,15,4,3,5,3,0.3333,0.3333,2,2,True,
rotating,beginner,module,m04-power-head-and-pressure,15,4,4,4,3,0.2667,0.2667,0,1,True,
rotating,beginner,module,m05-where-the-duty-landed,15,4,4,4,3,0.2667,0.2667,0,0,True,
rotating,beginner,module,m06-the-associate-reading,15,4,5,3,3,0.3333,0.3333,1,1,True,
rotating,intermediate,final,,42,12,10,12,8,0.2857,0.2857,2,8,True,
rotating,intermediate,module,m01-npsh-available,15,3,4,5,3,0.3333,0.3333,2,3,True,
rotating,intermediate,module,m02-the-margin-and-the-rule-it-is-judged-against,15,4,3,4,4,0.2667,0.2667,0,0,True,
rotating,intermediate,module,m03-a-speed-change-and-a-trim,15,3,4,5,3,0.3333,0.3333,2,2,True,
rotating,intermediate,module,m04-an-affinity-law-is-not-a-duty-point,15,3,4,4,4,0.2667,0.2667,1,3,True,
rotating,intermediate,module,m05-two-pumps-and-a-water-curve,15,4,4,4,3,0.2667,0.3,0,2,True,
rotating,intermediate,module,m06-the-professional-reading,15,3,4,5,3,0.3333,0.3333,2,3,True,
safetystats,advanced,final,,42,11,14,11,6,0.3333,0.3095,1,7,True,
safetystats,advanced,module,m01-the-u-chart,15,3,3,5,4,0.3333,0.3,2,3,True,
safetystats,advanced,module,m02-signals,15,4,4,4,3,0.2667,0.2667,0,7,True,
safetystats,advanced,module,m03-what-a-signal-means,15,4,4,4,3,0.2667,0.2667,0,2,True,
safetystats,advanced,module,m04-benchmarking,15,4,4,4,3,0.2667,0.2667,0,1,True,
safetystats,advanced,module,m05-the-traps,15,4,4,4,3,0.2667,0.2667,0,3,True,
safetystats,advanced,module,m06-judgement-end-to-end,15,4,3,5,3,0.3333,0.3333,2,3,True,
safetystats,beginner,final,,42,9,10,13,10,0.3095,0.3095,2,0,True,
safetystats,beginner,module,m01-a-rate-is-a-count-over-exposure,15,4,4,4,3,0.2667,0.2667,0,0,True,
safetystats,beginner,module,m02-one-name-several-numbers,15,3,5,4,3,0.3333,0.3333,1,0,True,
safetystats,beginner,module,m03-fatal-severity-and-process-safety,15,4,4,4,3,0.2667,0.2667,0,0,True,
safetystats,beginner,module,m04-sum-then-divide,15,4,3,4,4,0.2667,0.2667,0,0,True,
safetystats,beginner,module,m05-the-rolling-rate,15,4,4,4,3,0.2667,0.2667,0,0,True,
safetystats,beginner,module,m06-one-report-end-to-end,15,4,4,4,3,0.2667,0.2667,0,0,True,
safetystats,intermediate,final,,42,10,15,7,10,0.3571,0.3452,1,1,True,
safetystats,intermediate,module,m01-a-count-is-a-draw,15,4,4,4,3,0.2667,0.2667,0,0,True,
safetystats,intermediate,module,m02-the-exact-interval,15,4,4,4,3,0.2667,0.3,2,4,True,
safetystats,intermediate,module,m03-zero-events,15,4,2,5,4,0.3333,0.3333,2,1,True,
safetystats,intermediate,module,m04-comparing-two-rates,15,4,5,3,3,0.3333,0.3667,1,2,True,
safetystats,intermediate,module,m05-the-p-value-and-its-convention,15,4,5,3,3,0.3333,0.3,0,2,True,
safetystats,intermediate,module,m06-intervals-in-a-report,15,4,4,3,4,0.2667,0.2667,0,1,True,
scal,advanced,final,,42,10,16,9,7,0.381,0.4048,1,14,True,
scal,advanced,module,m01-fitting-the-lab,15,3,6,4,2,0.4,0.4,1,0,True,
scal,advanced,module,m02-normalization-and-transfer,15,3,6,4,2,0.4,0.3333,1,5,True,
scal,advanced,module,m03-the-average-that-drifts,15,3,6,2,4,0.4,0.4056,1,4,True,
scal,advanced,module,m04-gravity-and-the-dip-term,15,4,5,2,4,0.3333,0.3389,0,6,True,
scal,advanced,module,m05-polymer-and-the-design-space,15,3,4,6,2,0.4,0.3167,1,6,True,
scal,advanced,module,m06-the-expert-reading,15,4,4,5,2,0.3333,0.3333,2,1,True,
scal,beginner,final,,42,6,15,14,7,0.3571,0.3214,2,11,True,
scal,beginner,module,m01-two-phases-one-rock,15,3,6,3,3,0.4,0.4333,1,4,True,
scal,beginner,module,m02-relative-permeability,15,3,5,3,4,0.3333,0.3333,1,1,True,
scal,beginner,module,m03-fractional-flow,15,3,4,6,2,0.4,0.4333,2,4,True,
scal,beginner,module,m04-the-welge-tangent,15,2,4,6,3,0.4,0.4333,2,4,True,
scal,beginner,module,m05-recovery-and-time,15,2,6,2,5,0.4,0.3722,1,7,True,
scal,beginner,module,m06-the-associate-reading,15,2,5,6,2,0.4,0.3222,2,5,True,
scal,intermediate,final,,42,10,13,13,6,0.3095,0.3254,2,11,True,
scal,intermediate,module,m01-capillary-pressure,15,3,6,3,3,0.4,0.3,1,3,True,
scal,intermediate,module,m02-the-leverett-collapse,15,2,6,4,3,0.4,0.3667,1,4,True,
scal,intermediate,module,m03-the-nameless-field,15,3,6,4,2,0.4,0.3556,1,4,True,
scal,intermediate,module,m04-fitting-and-averaging,15,3,6,4,2,0.4,0.3722,1,2,True,
scal,intermediate,module,m05-saturation-height,15,4,3,6,2,0.4,0.3111,1,7,True,
scal,intermediate,module,m06-the-professional-reading,15,3,5,5,2,0.3333,0.3333,1,2,True,
seismolord,advanced,final,,42,10,12,10,10,0.2857,0.2738,2,12,True,
seismolord,advanced,module,m01-the-wedge-experiment,15,3,3,5,4,0.3333,0.3,2,4,True,
seismolord,advanced,module,m02-two-reflections-meeting,15,4,4,4,3,0.2667,0.2667,0,3,True,
seismolord,advanced,module,m03-the-tuning-curve,15,4,4,4,3,0.2667,0.2889,1,2,True,
seismolord,advanced,module,m04-frequency-and-resolution,15,4,4,3,4,0.2667,0.3,0,4,True,
seismolord,advanced,module,m05-theory-and-the-grid,15,4,4,4,3,0.2667,0.2667,0,0,True,
seismolord,advanced,module,m06-using-the-wedge,15,4,4,4,3,0.2667,0.2889,2,4,True,
seismolord,beginner,final,,42,16,13,7,6,0.381,0.4087,0,20,True,
seismolord,beginner,module,m01-seismic-and-the-well-tie,15,6,2,5,2,0.4,0.4111,0,6,True,
seismolord,beginner,module,m02-velocity-and-impedance,15,6,4,3,2,0.4,0.4333,0,9,True,
seismolord,beginner,module,m03-depth-to-time,15,6,3,4,2,0.4,0.3333,0,3,True,
seismolord,beginner,module,m04-reflection-coefficients,15,6,4,2,3,0.4,0.4111,0,6,True,
seismolord,beginner,module,m05-wavelets-and-convolution,15,6,5,2,2,0.4,0.3889,1,2,True,
seismolord,beginner,module,m06-reading-the-synthetic,15,6,4,3,2,0.4,0.4,0,1,True,
seismolord,intermediate,final,,42,12,10,10,10,0.2857,0.2857,0,0,True,
seismolord,intermediate,module,m01-from-tie-to-shift,15,4,4,4,3,0.2667,0.2667,0,0,True,
seismolord,intermediate,module,m02-the-correlation-scan,15,3,4,4,4,0.2667,0.2667,1,0,True,
seismolord,intermediate,module,m03-reading-the-scan-curve,15,4,4,4,3,0.2667,0.2667,0,0,True,
seismolord,intermediate,module,m04-tuning-moves-the-amplitude,15,4,4,4,3,0.2667,0.2667,0,0,True,
seismolord,intermediate,module,m05-tuning-moves-the-time,15,4,4,4,3,0.2667,0.2667,0,0,True,
seismolord,intermediate,module,m06-the-shift-workflow,15,4,4,4,3,0.2667,0.2667,0,0,True,
separation,advanced,final,,42,11,13,8,10,0.3095,0.2976,1,4,True,
separation,advanced,module,m01-three-phases-in-one-vessel,15,3,4,4,4,0.2667,0.2667,1,1,True,
separation,advanced,module,m02-droplets-and-verdicts,15,4,4,3,4,0.2667,0.2667,0,2,True,
separation,advanced,module,m03-the-family-of-vessels,15,3,4,4,4,0.2667,0.2667,1,2,True,
separation,advanced,module,m04-judging-a-layout,15,3,4,4,4,0.2667,0.2667,1,1,True,
separation,advanced,module,m05-what-the-method-does-not-know,15,3,4,4,4,0.2667,0.3,1,3,True,
separation,advanced,module,m06-the-expert-reading,15,3,4,4,4,0.2667,0.2667,1,1,True,
separation,beginner,final,,42,11,11,10,10,0.2619,0.2619,0,4,True,
separation,beginner,module,m01-what-a-separator-is-for,15,4,4,4,3,0.2667,0.2667,0,0,True,
separation,beginner,module,m02-the-gas-at-separator-conditions,15,4,3,5,3,0.3333,0.3333,2,0,True,
separation,beginner,module,m03-the-k-value,15,4,4,4,3,0.2667,0.2667,0,2,True,
separation,beginner,module,m04-settling,15,4,4,4,3,0.2667,0.2667,0,1,True,
separation,beginner,module,m05-the-vertical-vessel,15,3,4,5,3,0.3333,0.3333,2,0,True,
separation,beginner,module,m06-the-associate-reading,15,4,4,4,3,0.2667,0.2667,0,0,True,
separation,intermediate,final,,42,12,12,11,7,0.2857,0.2857,0,2,True,
separation,intermediate,module,m01-the-horizontal-vessel,15,4,4,3,4,0.2667,0.2667,0,2,True,
separation,intermediate,module,m02-two-lengths-one-vessel,15,4,4,5,2,0.3333,0.3333,2,0,True,
separation,intermediate,module,m03-gas-capacity,15,4,4,4,3,0.2667,0.2667,0,0,True,
separation,intermediate,module,m04-slug-catchers,15,4,5,4,2,0.3333,0.3333,1,2,True,
separation,intermediate,module,m05-distances-on-a-site,15,4,4,5,2,0.3333,0.3333,2,0,True,
separation,intermediate,module,m06-the-professional-reading,15,4,5,4,2,0.3333,0.3333,1,0,True,
sim,advanced,final,,42,11,14,6,11,0.3333,0.2976,1,7,True,
sim,advanced,module,m01-trajectories,15,4,5,2,4,0.3333,0.3333,1,2,True,
sim,advanced,module,m02-the-history-schedule,15,4,5,2,4,0.3333,0.3,0,4,True,
sim,advanced,module,m03-calibration,15,4,5,2,4,0.3333,0.3333,1,3,True,
sim,advanced,module,m04-validation,15,4,5,2,4,0.3333,0.3333,1,3,True,
sim,advanced,module,m05-reading-results,15,4,5,2,4,0.3333,0.3333,1,2,True,
sim,advanced,module,m06-the-expert-reading,15,4,6,2,3,0.4,0.4,1,2,True,
sim,beginner,final,,42,10,16,8,8,0.381,0.369,1,4,True,
sim,beginner,module,m01-what-a-deck-is,15,3,6,3,3,0.4,0.3667,1,2,True,
sim,beginner,module,m02-the-grid,15,4,6,3,2,0.4,0.4,1,0,True,
sim,beginner,module,m03-the-tables,15,4,6,2,3,0.4,0.4,1,1,True,
sim,beginner,module,m04-initialisation,15,3,6,3,3,0.4,0.4,1,3,True,
sim,beginner,module,m05-wells-and-schedule,15,3,6,2,4,0.4,0.4,1,3,True,
sim,beginner,module,m06-the-associate-reading,15,3,6,3,3,0.4,0.4,1,1,True,
sim,intermediate,final,,42,11,16,7,8,0.381,0.3929,1,7,True,
sim,intermediate,module,m01-where-the-structure-comes-from,15,4,5,2,4,0.3333,0.3333,1,3,True,
sim,intermediate,module,m02-the-volumetric-reconciliation,15,4,4,3,4,0.2667,0.3,0,3,True,
sim,intermediate,module,m03-fluid-provenance,15,4,5,2,4,0.3333,0.3,0,3,True,
sim,intermediate,module,m04-rock-curves-from-the-lab,15,4,5,2,4,0.3333,0.3667,1,4,True,
sim,intermediate,module,m05-wells-on-a-real-field,15,3,6,2,4,0.4,0.4,1,2,True,
sim,intermediate,module,m06-the-professional-reading,15,4,5,2,4,0.3333,0.3333,1,1,True,
stimulation,advanced,final,,42,6,16,14,6,0.381,0.381,1,1,True,
stimulation,advanced,module,m01-the-pad-and-the-ramp,15,3,6,4,2,0.4,0.4,1,0,True,
stimulation,advanced,module,m02-from-slurry-to-pack,15,2,6,5,2,0.4,0.4,1,1,True,
stimulation,advanced,module,m03-conductivity,15,5,6,2,2,0.4,0.4,1,2,True,
stimulation,advanced,module,m04-the-fracture-as-a-skin,15,5,6,2,2,0.4,0.4333,1,2,True,
stimulation,advanced,module,m05-the-unified-design-optimum,15,2,6,5,2,0.4,0.4,1,2,True,
stimulation,advanced,module,m06-the-expert-reading,15,2,6,5,2,0.4,0.4,1,3,True,
stimulation,beginner,final,,42,6,16,14,6,0.381,0.3929,1,4,True,
stimulation,beginner,module,m01-what-this-course-decides,15,2,5,6,2,0.4,0.4333,2,1,True,
stimulation,beginner,module,m02-damage-and-what-it-costs,15,2,6,5,2,0.4,0.4,1,0,True,
stimulation,beginner,module,m03-the-acid-route,15,2,5,6,2,0.4,0.4333,2,4,True,
stimulation,beginner,module,m04-carbonates-and-wormholes,15,2,5,6,2,0.4,0.3667,1,3,True,
stimulation,beginner,module,m05-the-matrix-ceiling,15,2,5,6,2,0.4,0.4,2,2,True,
stimulation,beginner,module,m06-the-associate-reading,15,2,5,6,2,0.4,0.4,2,0,True,
stimulation,intermediate,final,,42,6,16,14,6,0.381,0.381,1,1,True,
stimulation,intermediate,module,m01-a-fracture-is-a-pressure-problem,15,2,5,6,2,0.4,0.4556,2,3,True,
stimulation,intermediate,module,m02-two-two-dimensional-models,15,3,6,4,2,0.4,0.4,1,1,True,
stimulation,intermediate,module,m03-width-net-pressure-and-height,15,2,6,5,2,0.4,0.3667,1,2,True,
stimulation,intermediate,module,m04-material-balance,15,2,6,5,2,0.4,0.4,1,0,True,
stimulation,intermediate,module,m05-where-the-models-stop,15,2,6,5,2,0.4,0.4,1,0,True,
stimulation,intermediate,module,m06-the-professional-reading,15,2,6,5,2,0.4,0.3667,1,1,True,
supply,advanced,final,,42,11,9,10,12,0.2857,0.2956,0,27,True,
supply,advanced,module,m01-one-cargo-every-way,15,3,5,4,3,0.3333,0.3556,1,9,True,
supply,advanced,module,m02-the-landed-cost-walk,15,3,5,4,3,0.3333,0.2889,1,3,True,
supply,advanced,module,m03-ocean-loss-and-the-litre-sold,15,4,4,3,4,0.2667,0.3167,0,11,True,
supply,advanced,module,m04-from-depot-gate-to-nozzle,15,4,4,3,4,0.2667,0.2889,0,5,True,
supply,advanced,module,m05-what-breaks-the-price,15,3,3,5,4,0.3333,0.3556,2,6,True,
supply,advanced,module,m06-the-expert-reading,15,4,4,4,3,0.2667,0.2667,0,4,True,
supply,beginner,final,,42,8,9,14,11,0.3333,0.3532,2,22,True,
supply,beginner,module,m01-what-a-terminal-measures,15,4,4,4,3,0.2667,0.2667,0,2,True,
supply,beginner,module,m02-the-strapping-table,15,4,3,4,4,0.2667,0.3056,3,8,True,
supply,beginner,module,m03-free-water-and-the-gross-volume,15,4,4,3,4,0.2667,0.3278,0,8,True,
supply,beginner,module,m04-the-volume-correction-factor,15,3,4,4,4,0.2667,0.2889,1,6,True,
supply,beginner,module,m05-closing-the-day,15,3,4,5,3,0.3333,0.2889,3,8,True,
supply,beginner,module,m06-the-associate-reading,15,4,3,4,4,0.2667,0.2833,2,3,True,
supply,intermediate,final,,42,12,11,10,9,0.2857,0.2996,2,21,True,
supply,intermediate,module,m01-the-loading-rack-as-a-queue,15,3,2,6,4,0.4,0.3333,2,4,True,
supply,intermediate,module,m02-waiting-time-and-a-full-rack,15,4,5,2,4,0.3333,0.2889,0,3,True,
