app_slug,tier,scope,module_key,n,r0,r1,r2,r3,top_share,read_nothing,best_rank,ties,pass,fails
esp,intermediate,module,m02-density-and-gradient,15,4,4,4,3,0.2667,0.2667,0,3,True,
esp,intermediate,module,m03-rate-at-depth,15,4,4,4,3,0.2667,0.2667,0,0,True,
esp,intermediate,module,m04-total-dynamic-head,15,4,4,4,3,0.2667,0.2667,0,2,True,
esp,intermediate,module,m05-sizing-the-stack,15,4,4,4,3,0.2667,0.2667,0,1,True,
esp,intermediate,module,m06-the-professional-reading,15,4,4,4,3,0.2667,0.2667,0,2,True,
fdp,advanced,final,,42,12,10,13,7,0.3095,0.3095,2,5,True,
fdp,advanced,module,m01-the-rate-of-return,15,3,4,5,3,0.3333,0.3333,2,0,True,
fdp,advanced,module,m02-when-there-is-no-rate,15,4,3,5,3,0.3333,0.3333,2,1,True,
fdp,advanced,module,m03-what-a-sensitivity-says,15,4,4,3,4,0.2667,0.2667,0,2,True,
fdp,advanced,module,m04-earned-value-to-a-date,15,4,4,4,3,0.2667,0.2667,0,1,True,
fdp,advanced,module,m05-what-earned-value-refuses,15,4,6,3,2,0.4,0.4,1,0,True,
fdp,advanced,module,m06-reading-a-plan-against-itself,15,4,4,4,3,0.2667,0.2667,0,1,True,
fdp,beginner,final,,42,9,13,11,9,0.3095,0.3095,1,1,True,
fdp,beginner,module,m01-what-a-plan-holds,15,4,2,5,4,0.3333,0.3,2,2,True,
fdp,beginner,module,m02-reserves-per-fluid,15,4,4,4,3,0.2667,0.3,1,3,True,
fdp,beginner,module,m03-concepts-and-their-capex,15,4,3,5,3,0.3333,0.3333,2,1,True,
fdp,beginner,module,m04-what-a-scenario-is-worth,15,4,4,4,3,0.2667,0.2667,0,1,True,
fdp,beginner,module,m05-the-plan-s-own-economics,15,4,4,3,4,0.2667,0.2667,0,1,True,
fdp,beginner,module,m06-the-associate-reading,15,4,3,5,3,0.3333,0.3333,2,1,True,
fdp,intermediate,final,,42,12,13,9,8,0.3095,0.3214,1,9,True,
fdp,intermediate,module,m01-the-schedule-as-a-network,15,3,2,6,4,0.4,0.4,2,0,True,
fdp,intermediate,module,m02-dates-that-do-not-move,15,3,4,4,4,0.2667,0.2667,1,0,True,
fdp,intermediate,module,m03-wells-and-rig-days,15,2,4,5,4,0.3333,0.3,2,1,True,
fdp,intermediate,module,m04-facilities-sized-and-priced,15,3,4,4,4,0.2667,0.2667,1,0,True,
fdp,intermediate,module,m05-one-risk-scale,15,4,4,4,3,0.2667,0.2667,0,1,True,
fdp,intermediate,module,m06-the-professional-reading,15,3,4,4,4,0.2667,0.3,3,1,True,
fiscal,advanced,final,,42,11,10,10,11,0.2619,0.2619,1,3,True,
fiscal,advanced,module,m01-six-regimes-at-once,15,4,3,5,3,0.3333,0.3333,2,3,True,
fiscal,advanced,module,m02-the-price-sweep,15,4,4,4,3,0.2667,0.2667,0,0,True,
fiscal,advanced,module,m03-the-capex-sweep,15,4,4,3,4,0.2667,0.2667,0,0,True,
fiscal,advanced,module,m04-the-insights,15,4,5,2,4,0.3333,0.3667,1,2,True,
fiscal,advanced,module,m05-numbers-to-distrust,15,4,4,4,3,0.2667,0.2667,0,1,True,
fiscal,advanced,module,m06-the-expert-reading,15,4,5,3,3,0.3333,0.3333,1,0,True,
fiscal,beginner,final,,42,12,10,10,10,0.2857,0.2857,0,6,True,
fiscal,beginner,module,m01-what-a-fiscal-regime-is,15,4,3,5,3,0.3333,0.3,2,1,True,
fiscal,beginner,module,m02-the-project-before-the-regime,15,4,4,3,4,0.2667,0.2667,0,1,True,
fiscal,beginner,module,m03-revenue-and-royalty,15,4,3,4,4,0.2667,0.2667,0,1,True,
fiscal,beginner,module,m04-the-concession-ledger,15,4,4,4,3,0.2667,0.2667,0,0,True,
fiscal,beginner,module,m05-reading-the-ledger,15,4,5,4,2,0.3333,0.3,1,3,True,
fiscal,beginner,module,m06-the-associate-reading,15,4,4,4,3,0.2667,0.2667,0,0,True,
fiscal,intermediate,final,,42,11,10,9,12,0.2857,0.2857,3,5,True,
fiscal,intermediate,module,m01-the-sliding-scale,15,3,5,3,4,0.3333,0.3333,1,0,True,
fiscal,intermediate,module,m02-cost-recovery,15,4,4,3,4,0.2667,0.2667,0,1,True,
fiscal,intermediate,module,m03-the-r-factor,15,4,3,4,4,0.2667,0.2667,0,1,True,
fiscal,intermediate,module,m04-the-tax-stack,15,4,5,4,2,0.3333,0.3333,1,0,True,
fiscal,intermediate,module,m05-rate-and-return,15,3,3,6,3,0.4,0.4,2,2,True,
fiscal,intermediate,module,m06-the-professional-reading,15,4,4,4,3,0.2667,0.2667,0,3,True,
flowassurance,advanced,final,,42,12,10,10,10,0.2857,0.3095,0,4,True,
flowassurance,advanced,module,m01-joule-thomson,15,3,3,5,4,0.3333,0.3333,2,0,True,
flowassurance,advanced,module,m02-a-refusal-that-is-not,15,4,5,4,2,0.3333,0.3333,1,3,True,
flowassurance,advanced,module,m03-the-inhibitor,15,4,4,3,4,0.2667,0.2889,3,3,True,
flowassurance,advanced,module,m04-sized-one-way-checked-another,15,3,5,4,3,0.3333,0.3,1,3,True,
flowassurance,advanced,module,m05-ceilings-and-conventions,15,4,5,4,2,0.3333,0.3333,1,0,True,
flowassurance,advanced,module,m06-the-expert-reading,15,4,4,4,3,0.2667,0.2667,0,1,True,
flowassurance,beginner,final,,42,6,8,16,12,0.381,0.381,2,2,True,
flowassurance,beginner,module,m01-a-line-that-cools,15,2,3,6,4,0.4,0.4,2,0,True,
flowassurance,beginner,module,m02-resistances-in-series,15,3,5,4,3,0.3333,0.3333,1,0,True,
flowassurance,beginner,module,m03-insulation,15,4,5,3,3,0.3333,0.3,1,2,True,
flowassurance,beginner,module,m04-burial,15,3,3,5,4,0.3333,0.3333,2,1,True,
flowassurance,beginner,module,m05-what-the-line-weighs,15,3,3,5,4,0.3333,0.3333,2,0,True,
flowassurance,beginner,module,m06-the-associate-reading,15,3,4,4,4,0.2667,0.2667,2,1,True,
flowassurance,intermediate,final,,42,11,11,9,11,0.2619,0.2619,0,2,True,
flowassurance,intermediate,module,m01-steady-state,15,4,2,5,4,0.3333,0.3333,2,0,True,
flowassurance,intermediate,module,m02-designing-to-a-target,15,3,3,6,3,0.4,0.4,2,0,True,
flowassurance,intermediate,module,m03-cooldown,15,4,2,6,3,0.4,0.4,2,0,True,
flowassurance,intermediate,module,m04-the-margin,15,4,2,6,3,0.4,0.4,2,1,True,
flowassurance,intermediate,module,m05-the-whole-line,15,4,4,4,3,0.2667,0.2667,0,0,True,
flowassurance,intermediate,module,m06-the-professional-reading,15,4,2,5,4,0.3333,0.3333,2,0,True,
fluid,advanced,final,,42,12,16,8,6,0.381,0.381,1,3,True,
fluid,advanced,module,m01-the-equation-of-state,15,4,6,3,2,0.4,0.3667,1,3,True,
fluid,advanced,module,m02-flash-and-envelope,15,4,4,3,4,0.2667,0.2667,0,3,True,
fluid,advanced,module,m03-tuning,15,4,6,2,3,0.4,0.4,1,2,True,
fluid,advanced,module,m04-what-tuning-costs,15,4,6,3,2,0.4,0.3667,1,2,True,
fluid,advanced,module,m05-the-tiers-this-course-will-not-grade,15,4,6,2,3,0.4,0.4,1,1,True,
fluid,advanced,module,m06-the-expert-reading,15,4,5,2,4,0.3333,0.3333,1,4,True,
fluid,beginner,final,,42,12,9,13,8,0.3095,0.2976,0,6,True,
fluid,beginner,module,m01-where-a-number-comes-from,15,4,5,2,4,0.3333,0.3333,1,1,True,
fluid,beginner,module,m02-the-bubble-point,15,4,5,2,4,0.3333,0.3333,1,1,True,
fluid,beginner,module,m03-solution-gas-and-volume,15,4,3,4,4,0.2667,0.2667,0,2,True,
fluid,beginner,module,m04-viscosity,15,4,5,2,4,0.3333,0.3333,1,2,True,
fluid,beginner,module,m05-gas-and-water,15,4,3,4,4,0.2667,0.2667,0,5,True,
fluid,beginner,module,m06-the-associate-reading,15,3,3,5,4,0.3333,0.3333,2,2,True,
fluid,intermediate,final,,42,12,12,6,12,0.2857,0.2976,0,4,True,
fluid,intermediate,module,m01-what-a-laboratory-measures,15,4,5,2,4,0.3333,0.3333,1,3,True,
fluid,intermediate,module,m02-the-good-oil-report,15,4,6,2,3,0.4,0.3667,1,1,True,
fluid,intermediate,module,m03-characterizing-the-plus-fraction,15,4,6,2,3,0.4,0.3667,1,3,True,
fluid,intermediate,module,m04-the-untuned-model,15,4,5,2,4,0.3333,0.3333,1,2,True,
fluid,intermediate,module,m05-correlations-against-a-study,15,4,6,3,2,0.4,0.4333,1,2,True,
fluid,intermediate,module,m06-the-professional-reading,15,4,5,2,4,0.3333,0.3333,1,0,True,
gaslift,advanced,final,,42,11,12,9,10,0.2857,0.2857,1,0,True,
gaslift,advanced,module,m01-unloading-is-a-sequence,15,4,5,3,3,0.3333,0.3333,1,0,True,
gaslift,advanced,module,m02-multipointing,15,4,5,3,3,0.3333,0.3667,1,1,True,
gaslift,advanced,module,m03-the-deepest-injection-point,15,4,4,4,3,0.2667,0.2667,0,1,True,
gaslift,advanced,module,m04-a-chord-cannot-see-itself,15,4,4,4,3,0.2667,0.2667,0,1,True,
gaslift,advanced,module,m05-sweeping-a-design,15,4,4,3,4,0.2667,0.2667,0,0,True,
gaslift,advanced,module,m06-the-expert-reading,15,4,4,4,3,0.2667,0.2667,0,2,True,
gaslift,beginner,final,,42,9,11,13,9,0.3095,0.3095,2,7,True,
gaslift,beginner,module,m01-a-well-full-of-kill-fluid,15,4,4,4,3,0.2667,0.2667,0,1,True,
gaslift,beginner,module,m02-the-injection-line,15,4,4,4,3,0.2667,0.2667,0,0,True,
gaslift,beginner,module,m03-three-lines-on-one-plot,15,4,4,4,3,0.2667,0.2667,0,0,True,
gaslift,beginner,module,m04-the-top-valve,15,4,4,4,3,0.2667,0.2667,0,0,True,
gaslift,beginner,module,m05-a-column-that-converges,15,4,4,4,3,0.2667,0.2667,0,3,True,
gaslift,beginner,module,m06-the-associate-reading,15,4,4,4,3,0.2667,0.2667,0,3,True,
gaslift,intermediate,final,,42,10,12,10,10,0.2857,0.2976,1,2,True,
gaslift,intermediate,module,m01-spacing-is-a-recursion,15,4,5,3,3,0.3333,0.3,1,1,True,
gaslift,intermediate,module,m02-the-valve-itself,15,4,4,4,3,0.2667,0.3,0,2,True,
gaslift,intermediate,module,m03-setting-a-string,15,4,4,4,3,0.2667,0.2667,0,1,True,
gaslift,intermediate,module,m04-spread,15,4,4,4,3,0.2667,0.2667,0,1,True,
gaslift,intermediate,module,m05-throughput,15,4,4,4,3,0.2667,0.2667,0,1,True,
gaslift,intermediate,module,m06-the-professional-reading,15,4,4,4,3,0.2667,0.2667,0,0,True,
gasprocessing,advanced,final,,42,9,11,11,11,0.2619,0.2917,3,9,True,
gasprocessing,advanced,module,m01-dew-point-control-by-expansion,15,4,4,4,3,0.2667,0.2667,0,1,True,
gasprocessing,advanced,module,m02-marching-a-pressure-drop,15,3,5,4,3,0.3333,0.3,1,2,True,
gasprocessing,advanced,module,m03-the-cold-separator,15,4,4,4,3,0.2667,0.2667,0,0,True,
gasprocessing,advanced,module,m04-the-still-overhead-nobody-sells,15,4,4,4,3,0.2667,0.2667,0,4,True,
gasprocessing,advanced,module,m05-computed-chosen-and-kept,15,3,5,4,3,0.3333,0.3333,2,2,True,
gasprocessing,advanced,module,m06-the-expert-reading,15,4,4,4,3,0.2667,0.2667,0,2,True,
gasprocessing,beginner,final,,42,12,14,8,8,0.3333,0.3214,1,5,True,
gasprocessing,beginner,module,m01-what-this-engine-conditions,15,4,4,4,3,0.2667,0.3,2,3,True,
gasprocessing,beginner,module,m02-how-much-water-a-gas-carries,15,3,4,4,4,0.2667,0.2667,2,3,True,
gasprocessing,beginner,module,m03-the-water-a-unit-takes-out,15,4,4,5,2,0.3333,0.3333,2,0,True,
gasprocessing,beginner,module,m04-what-the-reboiler-pays-for,15,4,4,4,3,0.2667,0.3,0,2,True,
gasprocessing,beginner,module,m05-a-dehydration-answer-end-to-end,15,4,4,5,2,0.3333,0.3333,2,3,True,
gasprocessing,beginner,module,m06-the-associate-reading,15,4,4,4,3,0.2667,0.3,2,3,True,
gasprocessing,intermediate,final,,42,11,11,11,9,0.2619,0.2917,0,14,True,
gasprocessing,intermediate,module,m01-a-contactor-is-a-staged-device,15,4,4,3,4,0.2667,0.2667,0,2,True,
gasprocessing,intermediate,module,m02-what-the-absorption-factor-can-buy,15,4,4,4,3,0.2667,0.2667,0,2,True,
gasprocessing,intermediate,module,m03-acid-gas-is-removed-by-moles,15,4,5,4,2,0.3333,0.3333,2,5,True,
gasprocessing,intermediate,module,m04-three-amines-and-what-separates-them,15,4,4,4,3,0.2667,0.3,0,3,True,
gasprocessing,intermediate,module,m05-the-vessel-the-gas-goes-up,15,4,4,4,3,0.2667,0.2833,0,3,True,
gasprocessing,intermediate,module,m06-the-professional-reading,15,4,3,4,4,0.2667,0.2833,0,4,True,
gasvalue,advanced,final,,42,11,11,10,10,0.2619,0.2798,0,22,True,
gasvalue,advanced,module,m01-the-lpg-blend-and-the-vessel,15,4,4,5,2,0.3333,0.2944,0,8,True,
gasvalue,advanced,module,m02-vaporizer-carousel-and-float,15,4,3,5,3,0.3333,0.3056,2,5,True,
gasvalue,advanced,module,m03-gas-in-a-bank,15,3,4,5,3,0.3333,0.3222,1,9,True,
gasvalue,advanced,module,m04-the-cascade,15,4,4,4,3,0.2667,0.3667,2,8,True,
gasvalue,advanced,module,m05-the-customers-switch,15,4,3,4,4,0.2667,0.3278,2,10,True,
gasvalue,advanced,module,m06-the-expert-reading,15,4,4,4,3,0.2667,0.3056,1,7,True,
gasvalue,beginner,final,,42,11,14,8,9,0.3333,0.2937,1,26,True,
gasvalue,beginner,module,m01-what-is-being-flared,15,3,5,3,4,0.3333,0.3389,3,6,True,
gasvalue,beginner,module,m02-the-gas-by-the-mole,15,2,5,4,4,0.3333,0.3222,1,9,True,
gasvalue,beginner,module,m03-the-liquids-in-the-gas,15,2,4,5,4,0.3333,0.3389,3,8,True,
gasvalue,beginner,module,m04-the-flare-by-the-rule,15,4,3,4,4,0.2667,0.3,3,10,True,
gasvalue,beginner,module,m05-co2e-and-its-limits,15,3,4,5,3,0.3333,0.3333,1,3,True,
gasvalue,beginner,module,m06-the-associate-reading,15,4,5,4,2,0.3333,0.2833,0,9,True,
gasvalue,intermediate,final,,42,11,10,11,10,0.2619,0.2579,2,24,True,
gasvalue,intermediate,module,m01-four-routes-and-their-envelopes,15,4,4,4,3,0.2667,0.3111,1,5,True,
gasvalue,intermediate,module,m02-what-the-gas-can-yield,15,4,4,4,3,0.2667,0.2944,3,11,True,
gasvalue,intermediate,module,m03-a-routes-year,15,4,4,4,3,0.2667,0.2889,0,6,True,
gasvalue,intermediate,module,m04-the-counterfactual,15,4,4,4,3,0.2667,0.3278,2,9,True,
gasvalue,intermediate,module,m05-credits-and-the-bid,15,4,4,4,3,0.2667,0.3222,2,5,True,
gasvalue,intermediate,module,m06-the-professional-reading,15,3,5,4,3,0.3333,0.3222,2,6,True,
gaswell,advanced,final,,42,9,10,12,11,0.2857,0.2857,2,4,True,
gaswell,advanced,module,m01-chosen-once-used-everywhere,15,4,4,4,3,0.2667,0.2667,0,0,True,
gaswell,advanced,module,m02-the-candidate-that-was-discarded,15,4,4,4,3,0.2667,0.2667,0,1,True,
gaswell,advanced,module,m03-the-gradient-constant,15,4,4,4,3,0.2667,0.2667,0,1,True,
gaswell,advanced,module,m04-a-requirement-that-falls,15,4,4,4,3,0.2667,0.2667,0,0,True,
gaswell,advanced,module,m05-what-nobody-checks,15,4,4,4,3,0.2667,0.2667,0,1,True,
gaswell,advanced,module,m06-the-expert-reading,15,4,4,4,3,0.2667,0.2667,0,0,True,
gaswell,beginner,final,,42,6,8,16,12,0.381,0.381,2,2,True,
gaswell,beginner,module,m01-a-well-that-drowns,15,4,4,4,3,0.2667,0.2667,0,0,True,
gaswell,beginner,module,m02-gas-at-a-station,15,4,4,4,3,0.2667,0.2667,0,3,True,
gaswell,beginner,module,m03-the-droplet-balance,15,4,4,4,3,0.2667,0.2667,0,1,True,
gaswell,beginner,module,m04-critical-velocity-and-rate,15,4,4,4,3,0.2667,0.2667,0,1,True,
gaswell,beginner,module,m05-two-correlations,15,4,4,4,3,0.2667,0.2667,0,1,True,
gaswell,beginner,module,m06-the-associate-reading,15,4,4,4,3,0.2667,0.2667,0,1,True,
gaswell,intermediate,final,,42,6,8,16,12,0.381,0.381,2,0,True,
gaswell,intermediate,module,m01-a-well-is-not-a-station,15,4,4,4,3,0.2667,0.2667,0,0,True,
gaswell,intermediate,module,m02-reading-a-loaded-well,15,4,4,3,4,0.2667,0.2667,0,3,True,
gaswell,intermediate,module,m03-sizing-the-tubing,15,4,4,4,3,0.2667,0.2667,0,0,True,
gaswell,intermediate,module,m04-the-plunger,15,4,3,4,4,0.2667,0.2667,0,0,True,
gaswell,intermediate,module,m05-choosing-a-remedy,15,3,3,5,4,0.3333,0.3,2,3,True,
gaswell,intermediate,module,m06-the-professional-reading,15,3,2,6,4,0.4,0.4,2,2,True,
geomech,advanced,final,,42,6,11,16,9,0.381,0.4048,2,2,True,
geomech,advanced,module,m01-the-window-along-a-well,15,2,5,6,2,0.4,0.4,2,1,True,
geomech,advanced,module,m02-which-bound-binds,15,2,5,6,2,0.4,0.4,2,0,True,
geomech,advanced,module,m03-sensitivity,15,2,3,6,4,0.4,0.4,2,0,True,
geomech,advanced,module,m04-using-it-in-a-well-plan,15,2,4,6,3,0.4,0.4,2,1,True,
geomech,advanced,module,m05-the-edges-of-the-model,15,2,2,6,5,0.4,0.4,2,3,True,
geomech,advanced,module,m06-the-expert-reading,15,2,5,6,2,0.4,0.4333,2,2,True,
geomech,beginner,final,,42,6,6,16,14,0.381,0.3929,2,4,True,
geomech,beginner,module,m01-what-a-mechanical-earth-model-is,15,2,3,6,4,0.4,0.4222,2,2,True,
geomech,beginner,module,m02-the-overburden-and-the-pore-pressure,15,2,2,6,5,0.4,0.4333,2,4,True,
geomech,beginner,module,m03-the-horizontal-stresses,15,2,2,6,5,0.4,0.4,2,3,True,
geomech,beginner,module,m04-strength-from-a-log,15,2,2,6,5,0.4,0.4,2,0,True,
geomech,beginner,module,m05-reading-the-model-critically,15,2,2,6,5,0.4,0.4333,2,3,True,
geomech,beginner,module,m06-the-associate-reading,15,2,2,6,5,0.4,0.4,2,1,True,
geomech,intermediate,final,,42,6,6,16,14,0.381,0.4048,2,5,True,
geomech,intermediate,module,m01-the-hole-in-the-rock,15,2,2,6,5,0.4,0.4,2,1,True,
geomech,intermediate,module,m02-the-two-criteria,15,2,3,6,4,0.4,0.4,2,0,True,
geomech,intermediate,module,m03-what-the-hole-attitude-costs,15,2,5,6,2,0.4,0.4,2,1,True,
geomech,intermediate,module,m04-against-the-oracle,15,2,3,6,4,0.4,0.4,2,0,True,
geomech,intermediate,module,m05-reading-a-stability-answer,15,2,4,6,3,0.4,0.4,2,0,True,
geomech,intermediate,module,m06-the-professional-reading,15,2,3,6,4,0.4,0.4,2,0,True,
heattransfer,advanced,final,,42,12,8,11,11,0.2857,0.2996,0,14,True,
heattransfer,advanced,module,m01-rating-and-the-other-question,15,4,4,3,4,0.2667,0.2833,0,2,True,
heattransfer,advanced,module,m02-limits-that-discriminate,15,4,4,3,4,0.2667,0.3333,3,3,True,
heattransfer,advanced,module,m03-the-air-cooler,15,4,3,4,4,0.2667,0.3,0,3,True,
heattransfer,advanced,module,m04-the-hot-day,15,4,3,4,4,0.2667,0.3222,3,5,True,
heattransfer,advanced,module,m05-what-the-method-does-not-know,15,4,4,3,4,0.2667,0.3,0,4,True,
heattransfer,advanced,module,m06-the-expert-reading,15,4,4,3,4,0.2667,0.3333,3,5,True,
heattransfer,beginner,final,,42,11,13,7,11,0.3095,0.2877,0,12,True,
heattransfer,beginner,module,m01-what-this-engine-rates,15,3,4,5,3,0.3333,0.3,2,1,True,
heattransfer,beginner,module,m02-the-stream-and-its-capacity-rate,15,3,4,5,3,0.3333,0.3556,2,3,True,
heattransfer,beginner,module,m03-the-refusals-that-protect-a-balance,15,4,5,4,2,0.3333,0.3333,1,0,True,
heattransfer,beginner,module,m04-the-log-mean-driving-force,15,4,4,4,3,0.2667,0.2667,0,3,True,
heattransfer,beginner,module,m05-the-surface-and-the-tubes,15,4,4,4,3,0.2667,0.3,0,3,True,
heattransfer,beginner,module,m06-the-associate-reading,15,4,5,3,3,0.3333,0.2889,1,2,True,
heattransfer,intermediate,final,,42,11,7,13,11,0.3095,0.2798,0,15,True,
heattransfer,intermediate,module,m01-p-r-and-the-correction-factor,15,4,3,4,4,0.2667,0.3,0,3,True,
heattransfer,intermediate,module,m02-shells-in-series,15,2,6,5,2,0.4,0.3556,2,7,True,
heattransfer,intermediate,module,m03-the-coefficient-from-its-parts,15,4,2,5,4,0.3333,0.3,3,5,True,
heattransfer,intermediate,module,m04-the-wall-and-a-limit-that-fixes-a-factor,15,4,4,4,3,0.2667,0.3222,0,6,True,
heattransfer,intermediate,module,m05-the-tube-side-film,15,2,4,5,4,0.3333,0.3,2,7,True,
heattransfer,intermediate,module,m06-the-professional-reading,15,2,4,5,4,0.3333,0.3,2,6,True,
hydraulics,advanced,final,,42,6,7,16,13,0.381,0.381,2,3,True,
hydraulics,advanced,module,m01-moving-the-string,15,2,3,6,4,0.4,0.4333,2,1,True,
hydraulics,advanced,module,m02-the-pressure-window,15,2,2,6,5,0.4,0.4333,2,2,True,
hydraulics,advanced,module,m03-what-goes-wrong,15,2,2,6,5,0.4,0.4,2,1,True,
hydraulics,advanced,module,m04-managing-the-window,15,2,3,6,4,0.4,0.4,2,1,True,
hydraulics,advanced,module,m05-the-edges-of-the-model,15,2,2,6,5,0.4,0.4,2,1,True,
hydraulics,advanced,module,m06-the-expert-reading,15,2,4,6,3,0.4,0.4,2,1,True,
hydraulics,beginner,final,,42,6,6,16,14,0.381,0.381,2,0,True,
hydraulics,beginner,module,m01-what-hydraulics-is-for,15,2,2,6,5,0.4,0.4333,2,1,True,
hydraulics,beginner,module,m02-mud-rheology,15,2,3,6,4,0.4,0.4,2,0,True,
hydraulics,beginner,module,m03-pressure-loss,15,2,2,6,5,0.4,0.5,2,3,True,
hydraulics,beginner,module,m04-the-bit,15,2,2,6,5,0.4,0.4,2,0,True,
hydraulics,beginner,module,m05-pump-pressure,15,2,2,6,5,0.4,0.4,2,0,True,
hydraulics,beginner,module,m06-the-associate-reading,15,2,3,6,4,0.4,0.4,2,1,True,
hydraulics,intermediate,final,,42,6,6,16,14,0.381,0.381,2,2,True,
hydraulics,intermediate,module,m01-equivalent-circulating-density,15,2,4,6,3,0.4,0.4,2,1,True,
hydraulics,intermediate,module,m02-carrying-the-cuttings,15,2,2,6,5,0.4,0.4,2,0,True,
hydraulics,intermediate,module,m03-cleaning-at-angle,15,2,2,6,5,0.4,0.4,2,0,True,
hydraulics,intermediate,module,m04-the-flow-rate-decision,15,2,2,6,5,0.4,0.4,2,0,True,
hydraulics,intermediate,module,m05-against-the-oracle,15,3,4,6,2,0.4,0.4333,2,2,True,
hydraulics,intermediate,module,m06-the-professional-reading,15,2,2,6,5,0.4,0.4333,2,1,True,
hygiene,advanced,final,,42,10,9,12,11,0.2857,0.2798,2,11,True,
hygiene,advanced,module,m01-wbgt,15,4,6,3,2,0.4,0.3333,1,3,True,
hygiene,advanced,module,m02-metabolic-rate-and-the-niosh-limits,15,3,5,3,4,0.3333,0.3222,1,5,True,
hygiene,advanced,module,m03-how-strong-is-each-equation,15,3,5,5,2,0.3333,0.3333,1,3,True,
hygiene,advanced,module,m04-errata-in-the-standards,15,4,4,3,4,0.2667,0.2667,0,7,True,
hygiene,advanced,module,m05-the-shift-that-is-not-eight-hours,15,4,2,6,3,0.4,0.3667,2,3,True,
hygiene,advanced,module,m06-from-exposures-to-a-sampling-decision,15,4,3,5,3,0.3333,0.2889,2,2,True,
hygiene,beginner,final,,42,11,11,11,9,0.2619,0.2857,0,23,True,
hygiene,beginner,module,m01-what-a-dosimeter-day-is,15,2,6,5,2,0.4,0.3667,1,4,True,
hygiene,beginner,module,m02-from-noise-dose-to-twa,15,4,5,3,3,0.3333,0.3111,1,6,True,
hygiene,beginner,module,m03-three-criteria-one-record,15,3,4,4,4,0.2667,0.3056,1,4,True,
hygiene,beginner,module,m04-reading-a-dosimeter-record,15,3,5,3,4,0.3333,0.35,1,5,True,
hygiene,beginner,module,m05-inverse-questions,15,4,5,3,3,0.3333,0.3,0,4,True,
hygiene,beginner,module,m06-the-associate-capstone,15,3,5,4,3,0.3333,0.3667,1,5,True,
hygiene,intermediate,final,,42,10,11,9,12,0.2857,0.2976,3,19,True,
hygiene,intermediate,module,m01-lex-eight-hour,15,4,3,4,4,0.2667,0.3833,1,9,True,
hygiene,intermediate,module,m02-the-week,15,2,5,5,3,0.3333,0.3833,2,5,True,
hygiene,intermediate,module,m03-hearing-protector-estimates,15,3,4,4,4,0.2667,0.3167,1,3,True,
hygiene,intermediate,module,m04-chemical-averages,15,2,4,6,3,0.4,0.3889,2,4,True,
hygiene,intermediate,module,m05-mixtures,15,3,5,3,4,0.3333,0.3389,3,7,True,
hygiene,intermediate,module,m06-the-professional-capstone,15,3,4,4,4,0.2667,0.2833,1,2,True,
integrity,advanced,final,,42,6,16,14,6,0.381,0.381,1,1,True,
integrity,advanced,module,m01-the-balanced-plug,15,2,6,5,2,0.4,0.4667,1,2,True,
integrity,advanced,module,m02-excess-and-where-the-plug-ends-up,15,2,6,5,2,0.4,0.4333,1,1,True,
integrity,advanced,module,m03-the-rules,15,2,6,5,2,0.4,0.4,1,1,True,
integrity,advanced,module,m04-annular-cement,15,2,6,5,2,0.4,0.4,1,1,True,
integrity,advanced,module,m05-the-programme,15,4,6,3,2,0.4,0.4,1,0,True,
integrity,advanced,module,m06-the-expert-reading,15,3,6,4,2,0.4,0.4,1,1,True,
integrity,beginner,final,,42,6,14,16,6,0.381,0.369,2,2,True,
integrity,beginner,module,m01-what-this-course-decides,15,2,6,5,2,0.4,0.4,1,0,True,
integrity,beginner,module,m02-elements-and-envelopes,15,2,6,5,2,0.4,0.4,1,1,True,
integrity,beginner,module,m03-status-and-what-it-means,15,2,6,5,2,0.4,0.4,1,0,True,
integrity,beginner,module,m04-the-envelope-verdict,15,2,6,5,2,0.4,0.4,1,0,True,
integrity,beginner,module,m05-the-well-category,15,2,5,6,2,0.4,0.4,2,1,True,
integrity,beginner,module,m06-the-associate-reading,15,2,5,6,2,0.4,0.4,2,0,True,
integrity,intermediate,final,,42,7,13,16,6,0.381,0.381,2,0,True,
integrity,intermediate,module,m01-why-annulus-pressure-matters,15,2,6,5,2,0.4,0.4,1,0,True,
integrity,intermediate,module,m02-maasp,15,2,6,5,2,0.4,0.4,1,1,True,
integrity,intermediate,module,m03-mawop-and-the-rp90-factors,15,2,6,5,2,0.4,0.4,1,0,True,
integrity,intermediate,module,m04-the-differential,15,2,6,5,2,0.4,0.4,1,0,True,
integrity,intermediate,module,m05-when-it-cannot-be-pressured,15,4,6,3,2,0.4,0.3667,1,3,True,
integrity,intermediate,module,m06-the-professional-reading,15,2,6,5,2,0.4,0.4333,1,1,True,
intervention,advanced,final,,42,10,11,11,10,0.2619,0.2619,1,4,True,
intervention,advanced,module,m01-the-evidence-that-argues-the-other-way,15,4,4,4,3,0.2667,0.2667,0,1,True,
intervention,advanced,module,m02-the-dial-that-decides-the-spend,15,4,4,4,3,0.2667,0.2667,0,2,True,
intervention,advanced,module,m03-a-missing-column-read-as-zero,15,4,4,4,3,0.2667,0.2667,0,2,True,
intervention,advanced,module,m04-guards-in-the-wrong-place,15,4,5,2,4,0.3333,0.3333,1,0,True,
intervention,advanced,module,m05-what-the-screening-cannot-know,15,4,5,3,3,0.3333,0.3333,1,0,True,
